x,y,subject,stage
-17.079,0.252,SC4101,W
-20.569,1.031,SC4101,W
-15.463,-1.223,SC4101,W
-16.958,-1.647,SC4101,W
-27.556,6.45,SC4101,W
-18.298,-1.488,SC4101,W
-17.85,-0.589,SC4101,W
-14.853,-1.979,SC4101,W
-16.137,-2.329,SC4101,W
-16.338,-0.794,SC4101,W
-0.842,2.886,SC4101,W
-17.292,-0.649,SC4101,W
-18.848,1.244,SC4101,W
-26.334,1.681,SC4101,N1
-22.195,1.917,SC4101,N1
-30.209,-1.439,SC4101,N1
-27.393,5.143,SC4101,N1
-27.887,-3.281,SC4101,N1
-21.62,5.308,SC4101,N1
-30.448,2.042,SC4101,N1
-30.561,3.146,SC4101,N1
-28.864,4.553,SC4101,N1
-27.849,6.146,SC4101,N1
-25.07,3.93,SC4101,N1
-27.384,5.333,SC4101,N1
-29.619,4.998,SC4101,N1
-28.165,6.372,SC4101,N1
-29.557,2.785,SC4101,N1
-29.598,6.188,SC4101,N1
-22.079,1.873,SC4101,N1
-27.607,5.136,SC4101,N1
-16.458,41.829,SC4101,N1
-30.06,-1.153,SC4101,N1
-24.946,2.163,SC4101,N1
-29.707,5.141,SC4101,N1
-27.675,-1.926,SC4101,N1
-21.982,1.824,SC4101,N1
-21.699,5.249,SC4101,N1
-29.905,5.035,SC4101,N1
-28.893,3.451,SC4101,N1
-43.821,5.677,SC4101,N1
-21.546,9.828,SC4101,N1
-29.625,5.925,SC4101,N1
-29.496,4.906,SC4101,N1
-30.257,5.112,SC4101,N1
-21.422,5.372,SC4101,N1
-22.198,1.886,SC4101,N1
-27.368,5.284,SC4101,N1
-25.601,1.964,SC4101,N1
-25.01,3.766,SC4101,N1
-21.395,5.333,SC4101,N1
-25.202,2.229,SC4101,N1
-29.626,5.417,SC4101,N1
-26.457,-1.43,SC4101,N2
-23.883,-3.358,SC4101,N2
-25.348,-3.89,SC4101,N2
-24.9,-0.343,SC4101,N2
-27.49,-4.17,SC4101,N2
-30.525,2.271,SC4101,N2
-25.759,1.849,SC4101,N2
-25.146,-4.922,SC4101,N2
-29.972,-7.838,SC4101,N2
-31.935,25.725,SC4101,N2
-25.217,-5.115,SC4101,N2
-24.954,-4.349,SC4101,N2
-26.588,-4.352,SC4101,N2
-25.185,-4.281,SC4101,N2
-25.566,-4.481,SC4101,N2
-24.891,-4.116,SC4101,N2
-22.779,13.261,SC4101,N2
-29.67,6.01,SC4101,N2
-25.106,-4.79,SC4101,N2
-24.594,-3.607,SC4101,N2
-24.646,-1.166,SC4101,N2
-20.772,34.088,SC4101,N2
-25.389,-5.476,SC4101,N2
-20.781,34.055,SC4101,N2
-25.616,-4.405,SC4101,N2
-27.302,-3.482,SC4101,N2
-24.829,-4.554,SC4101,N2
-26.591,-8.158,SC4101,N2
-24.937,-2.738,SC4101,N2
-24.85,-0.976,SC4101,N2
-25.098,-2.666,SC4101,N2
-25.804,-4.887,SC4101,N2
-28.804,1.964,SC4101,N2
-24.002,-3.935,SC4101,N2
-27.782,-3.067,SC4101,N2
-25.443,-3.093,SC4101,N2
-25.753,-3.388,SC4101,N2
-27.349,0.008,SC4101,N2
-26.318,3.722,SC4101,N2
-25.541,-3.133,SC4101,N2
-30.583,-8.056,SC4101,N3
-30.172,-7.918,SC4101,N3
-31.134,-5.731,SC4101,N3
-29.543,-7.523,SC4101,N3
-29.48,-7.48,SC4101,N3
-29.513,-7.507,SC4101,N3
-29.631,-0.352,SC4101,REM
-27.072,2.147,SC4101,REM
-30.786,1.415,SC4101,REM
-27.869,1.439,SC4101,REM
-32.87,0.922,SC4101,REM
-28.297,-1.389,SC4101,REM
-27.313,3.552,SC4101,REM
-27.819,2.366,SC4101,REM
-26.992,2.583,SC4101,REM
-28.669,-2.656,SC4101,REM
-26.271,4.563,SC4101,REM
-26.262,4.771,SC4101,REM
-30.232,0.477,SC4101,REM
-33.018,0.863,SC4101,REM
-30.235,1.664,SC4101,REM
-26.616,2.985,SC4101,REM
-33.062,0.884,SC4101,REM
-28.719,0.215,SC4101,REM
-28.911,2.224,SC4101,REM
-31.134,0.645,SC4101,REM
-28.843,-0.345,SC4101,REM
-31.041,0.558,SC4101,REM
-26.99,4.32,SC4101,REM
-30.994,1.333,SC4101,REM
-26.59,-8.131,SC4101,REM
-29.843,-0.194,SC4101,REM
-27.506,3.527,SC4101,REM
-26.697,2.386,SC4101,REM
-31.052,0.609,SC4101,REM
-28.711,2.316,SC4101,REM
-28.615,2.379,SC4101,REM
-28.18,0.973,SC4101,REM
-31.248,1.516,SC4101,REM
-35.914,15.38,SC4101,REM
-31.115,1.453,SC4101,REM
-27.101,3.526,SC4101,REM
-26.26,4.926,SC4101,REM
-28.74,-2.681,SC4101,REM
-29.74,-0.18,SC4101,REM
-30.89,1.684,SC4101,REM
-30.187,-64.595,SC4111,W
-0.173,-14.263,SC4111,W
13.414,29.442,SC4111,W
12.934,32.394,SC4111,W
12.951,32.469,SC4111,W
12.909,-13.66,SC4111,W
8.582,29.607,SC4111,W
13.206,29.533,SC4111,W
-23.502,-54.925,SC4111,W
-48.177,-53.654,SC4111,W
1.145,37.13,SC4111,W
12.86,32.172,SC4111,W
15.06,-22.599,SC4111,W
14.873,-22.825,SC4111,W
17.475,65.689,SC4111,W
1.193,36.958,SC4111,W
13.694,30.791,SC4111,W
0.156,-15.436,SC4111,W
12.935,32.138,SC4111,W
13.323,29.528,SC4111,W
-14.616,-51.128,SC4111,W
0.331,-32.169,SC4111,W
-30.155,-64.581,SC4111,W
-0.109,-14.308,SC4111,W
-0.181,-14.263,SC4111,W
14.409,-23.505,SC4111,W
-0.861,-13.671,SC4111,W
12.837,-13.554,SC4111,W
-0.251,-14.143,SC4111,W
13.816,29.137,SC4111,W
13.596,30.971,SC4111,W
14.943,-22.735,SC4111,W
13.86,28.978,SC4111,W
13.804,29.065,SC4111,W
10.864,31.297,SC4111,W
1.154,37.094,SC4111,W
13.283,-14.25,SC4111,W
-0.151,-14.302,SC4111,W
17.505,65.77,SC4111,W
0.189,-15.431,SC4111,W
-1.517,-31.804,SC4111,N1
-7.389,27.374,SC4111,N1
-1.208,-31.94,SC4111,N1
-6.391,28.759,SC4111,N1
-12.659,-26.044,SC4111,N1
15.251,22.659,SC4111,N1
15.185,22.653,SC4111,N1
-7.991,27.986,SC4111,N1
-1.688,-31.807,SC4111,N1
-7.436,-42.911,SC4111,N1
-0.614,-33.789,SC4111,N1
-7.339,27.729,SC4111,N1
15.401,22.656,SC4111,N1
-6.494,31.87,SC4111,N2
-6.992,31.181,SC4111,N2
26.672,42.203,SC4111,N2
28.24,43.655,SC4111,N2
25.26,40.833,SC4111,N2
-12.371,44.573,SC4111,N2
28.278,43.644,SC4111,N2
27.24,40.703,SC4111,N2
-22.385,44.228,SC4111,N2
-7.087,31.737,SC4111,N2
-6.801,32.166,SC4111,N2
25.278,40.887,SC4111,N2
27.381,39.193,SC4111,N2
-5.918,31.661,SC4111,N2
28.33,43.71,SC4111,N2
27.067,39.964,SC4111,N2
28.357,43.687,SC4111,N2
26.717,41.311,SC4111,N2
27.957,42.746,SC4111,N2
27.402,40.684,SC4111,N2
28.239,43.58,SC4111,N2
28.277,43.668,SC4111,N2
28.101,39.917,SC4111,N2
-6.382,31.819,SC4111,N2
28.118,43.588,SC4111,N2
27.518,41.346,SC4111,N2
27.406,41.799,SC4111,N2
25.869,39.872,SC4111,N2
27.633,39.848,SC4111,N2
23.775,39.628,SC4111,N2
28.307,37.449,SC4111,N2
28.193,43.643,SC4111,N2
28.051,39.832,SC4111,N2
27.078,40.998,SC4111,N2
-8.45,30.821,SC4111,N2
28.333,43.727,SC4111,N2
27.65,41.165,SC4111,N2
-8.177,31.357,SC4111,N2
-6.742,31.764,SC4111,N2
-7.158,28.465,SC4111,N2
-10.386,34.955,SC4111,N3
-8.564,32.902,SC4111,N3
-9.294,30.146,SC4111,N3
-11.34,34.494,SC4111,N3
-9.411,30.582,SC4111,N3
-10.162,29.545,SC4111,N3
-10.774,33.499,SC4111,N3
-10.381,34.432,SC4111,N3
-11.063,33.89,SC4111,N3
27.973,42.383,SC4111,N3
-11.027,35.139,SC4111,N3
-7.552,31.894,SC4111,N3
-10.812,31.779,SC4111,N3
-7.165,31.666,SC4111,N3
-8.357,32.093,SC4111,N3
-10.232,33.819,SC4111,N3
-7.765,32.192,SC4111,N3
-11.38,33.967,SC4111,N3
-10.805,34.269,SC4111,N3
-10.523,34.228,SC4111,N3
-6.681,32.099,SC4111,N3
-10.822,33.942,SC4111,N3
-10.999,34.487,SC4111,N3
-9.517,34.756,SC4111,N3
-9.498,29.381,SC4111,N3
-9.956,29.997,SC4111,N3
-9.307,30.682,SC4111,N3
-10.334,33.833,SC4111,N3
-9.746,30.144,SC4111,N3
-11.637,33.614,SC4111,N3
-8.1,31.648,SC4111,N3
-11.438,33.021,SC4111,N3
28.164,39.792,SC4111,N3
-10.567,34.251,SC4111,N3
-11.39,30.745,SC4111,N3
28.179,39.862,SC4111,N3
-11.422,33.806,SC4111,N3
-9.971,30.91,SC4111,N3
-11.514,34.32,SC4111,N3
-11.354,32.94,SC4111,N3
23.487,40.185,SC4111,REM
24.053,39.82,SC4111,REM
26.177,40.23,SC4111,REM
25.37,39.748,SC4111,REM
-7.647,29.153,SC4111,REM
-7.807,30.964,SC4111,REM
24.885,37.055,SC4111,REM
-8.353,27.251,SC4111,REM
-8.401,28.089,SC4111,REM
26.87,40.841,SC4111,REM
24.708,38.497,SC4111,REM
25.016,39.336,SC4111,REM
25.943,42.176,SC4111,REM
24.897,39.982,SC4111,REM
23.92,38.281,SC4111,REM
24.454,39.957,SC4111,REM
-8.199,27.989,SC4111,REM
24.765,39.133,SC4111,REM
25.04,37.049,SC4111,REM
26.588,41.53,SC4111,REM
24.329,39.126,SC4111,REM
26.997,42.497,SC4111,REM
25.86,38.544,SC4111,REM
23.66,39.997,SC4111,REM
25.417,39.594,SC4111,REM
24.656,37.289,SC4111,REM
25.17,39.897,SC4111,REM
24.277,39.289,SC4111,REM
-8.157,28.275,SC4111,REM
24.983,36.915,SC4111,REM
25.784,39.59,SC4111,REM
26.793,42.194,SC4111,REM
25.111,36.989,SC4111,REM
23.657,39.904,SC4111,REM
-5.768,31.434,SC4111,REM
24.478,39.473,SC4111,REM
23.993,40.042,SC4111,REM
-7.263,28.99,SC4111,REM
23.936,39.012,SC4111,REM
26.169,38.776,SC4111,REM
-20.394,-17.334,SC4121,W
-19.949,-16.352,SC4121,W
8.699,-44.133,SC4121,W
-20.413,-18.943,SC4121,W
-20.37,-45.991,SC4121,W
3.403,-19.778,SC4121,W
-19.403,-18.958,SC4121,W
-19.724,-17.557,SC4121,W
-20.176,-17.049,SC4121,W
-18.67,-10.974,SC4121,W
-18.652,-11.039,SC4121,W
-19.876,-16.63,SC4121,W
-19.442,-18.954,SC4121,W
-7.688,-30.55,SC4121,W
-18.621,-19.019,SC4121,W
26.74,-10.44,SC4121,W
-10.239,-31.541,SC4121,W
-18.676,-10.534,SC4121,W
-19.392,-17.579,SC4121,W
-19.868,-16.471,SC4121,W
-20.329,-46.163,SC4121,W
-20.372,-45.858,SC4121,W
-16.991,-19.017,SC4121,W
-18.527,-19.284,SC4121,W
-6.144,-32.716,SC4121,W
-19.232,-16.992,SC4121,W
-20.495,-47.269,SC4121,W
-19.541,-17.135,SC4121,W
-19.515,-18.895,SC4121,W
-17.216,-18.946,SC4121,W
-19.59,-19.027,SC4121,W
-20.252,-17.894,SC4121,W
-17.801,-18.506,SC4121,W
-49.431,-22.434,SC4121,W
-2.896,-17.486,SC4121,W
-19.488,-17.552,SC4121,W
26.678,-10.389,SC4121,W
-19.872,-16.844,SC4121,W
-19.796,-16.542,SC4121,W
-18.841,-17.706,SC4121,W
-10.029,-28.196,SC4121,N1
-13.546,-27.96,SC4121,N1
-9.375,-30.26,SC4121,N1
-12.471,-31.957,SC4121,N1
-16.188,-26.886,SC4121,N1
-14.074,-25.951,SC4121,N1
-12.788,-23.967,SC4121,N1
-8.821,-30.336,SC4121,N1
-15.136,-28.075,SC4121,N1
-7.581,-37.933,SC4121,N1
-15.374,-28.497,SC4121,N1
-14.625,-27.44,SC4121,N1
-18.715,-27.473,SC4121,N1
-15.601,-26.051,SC4121,N1
-20.492,-26.569,SC4121,N1
-15.687,-26.65,SC4121,N1
-16.163,-27.832,SC4121,N1
-15.21,-27.436,SC4121,N1
-14.779,-28.177,SC4121,N1
-17.286,-27.835,SC4121,N1
-15.831,-30.085,SC4121,N1
-14.779,-27.586,SC4121,N1
-12.829,-29.829,SC4121,N1
-15.137,-26.88,SC4121,N1
-9.732,-28.705,SC4121,N1
-13.5,-28.533,SC4121,N1
-16.298,-28.525,SC4121,N1
-6.188,-32.654,SC4121,N1
-10.785,-32.396,SC4121,N1
-18.867,-27.538,SC4121,N1
-10.05,-28.489,SC4121,N1
-7.519,-31.016,SC4121,N1
-12.086,-27.849,SC4121,N1
-6.91,-32.224,SC4121,N1
-7.094,-31.733,SC4121,N1
-12.337,-32.113,SC4121,N1
-14.646,-26.871,SC4121,N1
-13.432,-28.025,SC4121,N1
-12.76,-23.957,SC4121,N1
-9.629,-30.269,SC4121,N1
-15.88,-26.743,SC4121,N2
-17.843,-28.273,SC4121,N2
-17.194,-29.907,SC4121,N2
-11.966,-33.536,SC4121,N2
-17.815,-25.15,SC4121,N2
-17.902,-24.886,SC4121,N2
-19.395,-31.488,SC4121,N2
-17.583,-30.746,SC4121,N2
-11.666,-33.659,SC4121,N2
-16.605,-26.998,SC4121,N2
-18.472,-30.667,SC4121,N2
-19.706,-29.029,SC4121,N2
-19.915,-31.377,SC4121,N2
-13.973,-29.766,SC4121,N2
-16.374,-30.523,SC4121,N2
-19.467,-29.424,SC4121,N2
-18.905,-30.147,SC4121,N2
-13.839,-29.782,SC4121,N2
-17.731,-28.755,SC4121,N2
-18.003,-26.242,SC4121,N2
-18.207,-29.025,SC4121,N2
-18.589,-32.24,SC4121,N2
-0.392,-52.218,SC4121,N2
-17.689,-26.948,SC4121,N2
-18.626,-29.652,SC4121,N2
-10.568,-33.958,SC4121,N2
-19.553,-29.065,SC4121,N2
-17.364,-29.174,SC4121,N2
-18.401,-28.003,SC4121,N2
0.216,-41.112,SC4121,N2
-15.784,-27.26,SC4121,N2
-15.495,-27.014,SC4121,N2
-13.468,-28.753,SC4121,N2
-18.091,-25.279,SC4121,N2
-17.018,-28.75,SC4121,N2
-16.206,-29.292,SC4121,N2
-16.463,-28.283,SC4121,N2
-7.282,-31.457,SC4121,N2
-19.125,-28.883,SC4121,N2
-18.496,-32.134,SC4121,N2
-2.277,-52.712,SC4121,N3
-1.997,-53.851,SC4121,N3
-3.039,-54.3,SC4121,N3
-1.989,-52.91,SC4121,N3
-1.923,-55.379,SC4121,N3
-3.207,-56.086,SC4121,N3
-3.453,-55.353,SC4121,N3
-1.737,-55.179,SC4121,N3
-19.2,-30.782,SC4121,N3
-3.1,-52.98,SC4121,N3
-3.578,-55.101,SC4121,N3
-3.45,-55.401,SC4121,N3
-2.423,-55.485,SC4121,N3
-1.154,-53.713,SC4121,N3
-4.133,-53.444,SC4121,N3
-1.232,-53.295,SC4121,N3
-1.48,-53.856,SC4121,N3
-1.87,-50.593,SC4121,N3
-3.438,-54.678,SC4121,N3
-2.995,-54.499,SC4121,N3
-1.435,-53.973,SC4121,N3
-2.992,-55.196,SC4121,N3
-2.7,-53.828,SC4121,N3
-1.681,-53.748,SC4121,N3
-3.089,-54.902,SC4121,N3
-2.188,-55.549,SC4121,N3
-2.851,-55.203,SC4121,N3
-2.206,-55.816,SC4121,N3
-2.711,-55.073,SC4121,N3
-3.664,-54.573,SC4121,N3
-1.941,-54.464,SC4121,N3
-0.38,-40.714,SC4121,N3
-3.351,-54.173,SC4121,N3
-2.777,-55.782,SC4121,N3
-1.871,-50.433,SC4121,N3
-1.514,-53.533,SC4121,N3
-1.21,-53.748,SC4121,N3
-2.491,-54.581,SC4121,N3
-1.908,-55.149,SC4121,N3
-1.784,-53.459,SC4121,N3
-16.927,-30.852,SC4121,REM
-14.445,-29.031,SC4121,REM
-15.12,-32.874,SC4121,REM
-11.838,-27.123,SC4121,REM
-10.603,-30.074,SC4121,REM
-10.905,-29.813,SC4121,REM
-11.832,-30.891,SC4121,REM
-11.81,-30.786,SC4121,REM
-9.539,-34.089,SC4121,REM
-14.423,-32.847,SC4121,REM
-10.826,-32.382,SC4121,REM
-12.801,-28.755,SC4121,REM
-12.265,-34.511,SC4121,REM
-11.919,-28.924,SC4121,REM
-8.236,-29.323,SC4121,REM
-8.827,-32.989,SC4121,REM
-16.846,-31.288,SC4121,REM
-16.85,-30.704,SC4121,REM
-15.659,-28.799,SC4121,REM
-14.762,-31.561,SC4121,REM
-14.912,-31.623,SC4121,REM
-11.038,-29.315,SC4121,REM
-15.075,-31.662,SC4121,REM
-9.677,-34.269,SC4121,REM
-7.55,-30.662,SC4121,REM
-9.175,-34.009,SC4121,REM
-11.297,-29.179,SC4121,REM
-11.543,-27.204,SC4121,REM
-15.386,-31.507,SC4121,REM
-10.069,-34.196,SC4121,REM
-14.675,-32.889,SC4121,REM
-9.008,-30.241,SC4121,REM
-16.356,-32.194,SC4121,REM
-10.67,-30.481,SC4121,REM
-14.032,-31.457,SC4121,REM
-11.469,-31.354,SC4121,REM
-15.412,-31.259,SC4121,REM
-11.785,-33.676,SC4121,REM
-13.999,-31.844,SC4121,REM
-17.429,-30.703,SC4121,REM
-0.121,-6.969,SC4131,W
5.828,-26.267,SC4131,W
9.322,-23.302,SC4131,W
2.325,-24.089,SC4131,W
5.102,-22.63,SC4131,W
5.4,-23.621,SC4131,W
5.148,-23.56,SC4131,W
4.881,-24.917,SC4131,W
3.533,-23.475,SC4131,W
3.957,-24.296,SC4131,W
4.698,-22.147,SC4131,W
6.38,-20.862,SC4131,W
4.533,-22.84,SC4131,W
5.162,-24.511,SC4131,W
45.317,-18.087,SC4131,W
5.223,-24.577,SC4131,W
3.872,-23.771,SC4131,W
4.043,-24.281,SC4131,W
4.755,-24.768,SC4131,W
0.46,-17.329,SC4131,W
2.491,-25.324,SC4131,W
32.854,-16.125,SC4131,W
3.573,-24.693,SC4131,W
5.566,-25.61,SC4131,W
-5.036,-16.339,SC4131,W
5.019,-21.626,SC4131,W
-5.557,-18.131,SC4131,W
9.692,-25.208,SC4131,W
3.577,-24.256,SC4131,W
11.532,-18.453,SC4131,W
4.852,-22.534,SC4131,W
4.507,-22.784,SC4131,W
9.126,-25.522,SC4131,W
1.849,-7.603,SC4131,W
0.527,-17.329,SC4131,W
6.274,-21.963,SC4131,W
7.56,-23.918,SC4131,W
4.486,-25.039,SC4131,W
7.857,-23.774,SC4131,W
5.428,-24.336,SC4131,W
37.766,-10.494,SC4131,N1
37.469,-9.455,SC4131,N1
36.907,-9.048,SC4131,N1
39.084,-10.763,SC4131,N1
41.308,-11.058,SC4131,N1
40.609,-10.875,SC4131,N1
37.186,-5.495,SC4131,N1
37.127,-12.132,SC4131,N1
40.717,-10.923,SC4131,N1
37.879,-11.357,SC4131,N1
23.504,-29.196,SC4131,N1
28.262,-13.999,SC4131,N1
23.482,-29.413,SC4131,N1
37.696,-10.557,SC4131,N1
41.88,-14.236,SC4131,N1
37.505,-11.278,SC4131,N1
40.38,-10.503,SC4131,N1
41.403,-17.157,SC4131,N1
37.014,-10.101,SC4131,N1
40.092,-10.54,SC4131,N1
35.97,-10.786,SC4131,N1
40.781,-15.59,SC4131,N1
37.522,-9.155,SC4131,N1
22.988,-29.686,SC4131,N1
36.576,-11.076,SC4131,N1
37.583,-11.26,SC4131,N1
40.408,-10.805,SC4131,N1
22.632,-30.531,SC4131,N1
38.308,-10.701,SC4131,N1
38.39,-10.836,SC4131,N1
38.647,-10.443,SC4131,N1
37.398,-11.75,SC4131,N1
9.911,1.263,SC4131,N1
36.926,-11.322,SC4131,N1
40.665,-12.781,SC4131,N1
40.171,-17.804,SC4131,N1
37.595,-11.157,SC4131,N1
37.141,-10.369,SC4131,N1
37.559,-10.657,SC4131,N1
37.007,-5.252,SC4131,N1
37.037,-5.457,SC4131,N2
35.683,-10.799,SC4131,N2
24.077,-28.276,SC4131,N2
17.902,-35.659,SC4131,N2
20.541,-32.124,SC4131,N2
21.377,-29.858,SC4131,N2
22.134,-30.447,SC4131,N2
15.395,-34.431,SC4131,N2
22.424,-31.029,SC4131,N2
16.905,-36.167,SC4131,N2
20.549,-32.051,SC4131,N2
22.329,-30.683,SC4131,N2
17.932,-35.908,SC4131,N2
36.302,-11.68,SC4131,N2
21.698,-30.674,SC4131,N2
22.766,-29.188,SC4131,N2
36.35,-13.298,SC4131,N2
22.236,-31.527,SC4131,N2
22.203,-30.513,SC4131,N2
40.596,-19.166,SC4131,N2
36.671,-12.591,SC4131,N2
18.589,-36.56,SC4131,N2
38.163,-11.772,SC4131,N2
17.694,-35.607,SC4131,N2
22.757,-29.843,SC4131,N2
17.583,-36.1,SC4131,N2
20.631,-31.862,SC4131,N2
22.73,-30.862,SC4131,N2
21.476,-31.419,SC4131,N2
22.255,-29.886,SC4131,N2
21.974,-31.191,SC4131,N2
22.116,-31.274,SC4131,N2
20.426,-32.167,SC4131,N2
16.56,-34.603,SC4131,N2
39.326,-13.285,SC4131,N2
22.626,-29.527,SC4131,N2
22.912,-31.083,SC4131,N2
36.099,-11.461,SC4131,N2
21.21,-47.434,SC4131,N2
15.254,-34.17,SC4131,N2
13.739,-37.074,SC4131,N3
15.457,-35.309,SC4131,N3
16.046,-36.367,SC4131,N3
17.59,-35.927,SC4131,N3
14.916,-36.933,SC4131,N3
12.307,-35.901,SC4131,N3
15.291,-36.462,SC4131,N3
12.739,-36.347,SC4131,N3
14.889,-37.161,SC4131,N3
13.302,-36.219,SC4131,N3
14.197,-36.375,SC4131,N3
13.191,-36.623,SC4131,N3
15.724,-37.617,SC4131,N3
12.328,-37.248,SC4131,N3
15.71,-36.616,SC4131,N3
15.666,-36.48,SC4131,N3
13.259,-36.232,SC4131,N3
15.411,-34.928,SC4131,N3
12.016,-37.018,SC4131,N3
15.826,-35.768,SC4131,N3
14.962,-36.044,SC4131,N3
13.697,-36.241,SC4131,N3
12.861,-37.571,SC4131,N3
13.467,-36.793,SC4131,N3
13.248,-35.67,SC4131,N3
13.704,-35.758,SC4131,N3
13.475,-37.215,SC4131,N3
14.47,-37.927,SC4131,N3
13.816,-35.249,SC4131,N3
13.675,-34.906,SC4131,N3
13.316,-36.105,SC4131,N3
12.88,-35.898,SC4131,N3
17.417,-36.225,SC4131,N3
12.733,-36.531,SC4131,N3
17.434,-36.866,SC4131,N3
12.779,-35.753,SC4131,N3
15.34,-36.361,SC4131,N3
14.617,-36.882,SC4131,N3
14.806,-35.972,SC4131,N3
16.605,-35.702,SC4131,N3
41.798,-18.431,SC4131,REM
42.414,-20.364,SC4131,REM
40.371,-19.829,SC4131,REM
41.166,-13.191,SC4131,REM
38.522,-12.884,SC4131,REM
39.591,-16.329,SC4131,REM
40.657,-17.531,SC4131,REM
40.353,-19.752,SC4131,REM
37.793,-17.833,SC4131,REM
37.243,-15.231,SC4131,REM
41.355,-13.142,SC4131,REM
40.46,-16.579,SC4131,REM
39.398,-19.176,SC4131,REM
42.107,-14.695,SC4131,REM
39.343,-18.465,SC4131,REM
39.382,-17.948,SC4131,REM
39.776,-16.648,SC4131,REM
38.224,-13.617,SC4131,REM
41.878,-19.934,SC4131,REM
37.852,-14.228,SC4131,REM
42.185,-16.036,SC4131,REM
32.892,-17.294,SC4131,REM
39.907,-17.85,SC4131,REM
40.309,-18.253,SC4131,REM
40.292,-17.961,SC4131,REM
40.313,-16.916,SC4131,REM
38.975,-19.81,SC4131,REM
41.026,-17.384,SC4131,REM
41.008,-17.864,SC4131,REM
42.58,-15.856,SC4131,REM
41.993,-18.297,SC4131,REM
41.33,-17.838,SC4131,REM
41.81,-16.794,SC4131,REM
42.383,-16.083,SC4131,REM
40.672,-18.0,SC4131,REM
40.87,-18.527,SC4131,REM
41.667,-18.122,SC4131,REM
41.038,-18.374,SC4131,REM
39.718,-17.626,SC4131,REM
41.527,-17.945,SC4131,REM
8.492,-20.217,SC4141,W
8.88,-17.667,SC4141,W
7.936,-18.961,SC4141,W
8.856,-15.248,SC4141,W
9.629,-18.136,SC4141,W
51.692,3.67,SC4141,W
9.879,-18.939,SC4141,W
6.859,-20.319,SC4141,W
8.77,-15.716,SC4141,W
10.447,-19.665,SC4141,W
8.94,-18.802,SC4141,W
6.971,-17.039,SC4141,W
9.798,-18.827,SC4141,W
9.626,-19.94,SC4141,W
11.568,-18.236,SC4141,W
11.812,-17.53,SC4141,W
10.022,-20.127,SC4141,W
8.411,-14.852,SC4141,W
8.144,-17.852,SC4141,W
9.1,-14.52,SC4141,W
10.317,-19.993,SC4141,W
9.653,-19.375,SC4141,W
10.008,-18.965,SC4141,W
54.663,-6.995,SC4141,W
7.6,-16.951,SC4141,W
8.816,-15.232,SC4141,W
9.465,-19.848,SC4141,W
7.838,-20.188,SC4141,W
8.158,-18.023,SC4141,W
10.9,-18.285,SC4141,W
9.102,-19.647,SC4141,W
9.938,-19.673,SC4141,W
8.586,-19.094,SC4141,W
10.862,-18.173,SC4141,W
8.831,-18.748,SC4141,W
4.97,-16.839,SC4141,W
7.511,-18.487,SC4141,W
7.75,-17.341,SC4141,W
8.288,-17.675,SC4141,W
10.095,-17.593,SC4141,W
44.556,-8.722,SC4141,N1
35.281,-18.29,SC4141,N1
43.595,-7.157,SC4141,N1
43.939,-8.52,SC4141,N1
35.039,-18.989,SC4141,N1
43.581,-6.771,SC4141,N1
44.852,-8.583,SC4141,N1
43.81,-8.48,SC4141,N1
44.086,-8.31,SC4141,N1
23.909,-56.704,SC4141,N1
30.151,-8.216,SC4141,N1
26.244,-56.935,SC4141,N1
25.935,-58.301,SC4141,N1
44.094,-9.264,SC4141,N1
31.341,-20.092,SC4141,N1
30.175,-8.701,SC4141,N1
32.015,-21.793,SC4141,N1
35.331,-18.522,SC4141,N1
32.231,-21.028,SC4141,N1
32.482,-21.21,SC4141,N1
34.558,-22.54,SC4141,N1
21.633,-55.011,SC4141,N1
39.48,-23.385,SC4141,N1
45.53,-7.214,SC4141,N1
55.083,-14.332,SC4141,N1
32.8,-10.779,SC4141,N1
43.537,-6.907,SC4141,N1
35.149,-19.284,SC4141,N1
44.685,-6.927,SC4141,N1
38.588,-20.406,SC4141,N2
19.612,-54.026,SC4141,N2
23.356,-57.041,SC4141,N2
23.345,-55.982,SC4141,N2
24.845,-54.789,SC4141,N2
24.733,-58.187,SC4141,N2
25.024,-56.617,SC4141,N2
23.941,-57.385,SC4141,N2
23.822,-58.75,SC4141,N2
42.656,-23.969,SC4141,N2
19.439,-54.271,SC4141,N2
23.15,-57.712,SC4141,N2
19.919,-55.088,SC4141,N2
25.104,-58.327,SC4141,N2
19.577,-54.013,SC4141,N2
15.748,-60.951,SC4141,N2
25.946,-55.576,SC4141,N2
24.809,-54.748,SC4141,N2
25.154,-56.855,SC4141,N2
25.935,-56.31,SC4141,N2
27.171,-56.199,SC4141,N2
24.711,-57.473,SC4141,N2
24.813,-58.675,SC4141,N2
22.883,-57.068,SC4141,N2
24.876,-56.865,SC4141,N2
26.085,-55.743,SC4141,N2
28.983,-57.817,SC4141,N2
23.044,-56.725,SC4141,N2
26.008,-54.917,SC4141,N2
25.087,-56.661,SC4141,N2
26.524,-55.6,SC4141,N2
23.748,-56.917,SC4141,N2
24.546,-56.282,SC4141,N2
59.979,-18.306,SC4141,N2
26.632,-56.77,SC4141,N2
25.99,-54.806,SC4141,N2
21.953,-56.642,SC4141,N2
24.975,-58.158,SC4141,N2
23.991,-56.56,SC4141,N2
25.283,-57.797,SC4141,N2
17.922,-58.636,SC4141,N3
